"task","user","slide","x","y","bb","type","timestamp"
"task1","minaya23","s3","187.56322903997642","265.9504259884359","none","none","1651627601588"
"task1","minaya23","s3","200.76784872474772","239.9626320540333","none","none","1651627601657"
"task1","minaya23","s3","175.19935039152693","257.78610572736363","none","none","1651627601705"
"task1","minaya23","s3","174.71649175978703","253.86022624324065","none","none","1651627601768"
"task1","minaya23","s3","214.52607311467258","280.7885025151273","none","none","1651627601829"
"task1","minaya23","s3","200.02579323767293","323.77882293794704","none","none","1651627601896"
"task1","minaya23","s3","205.85695338277876","285.4523563894174","none","none","1651627601980"
"task1","minaya23","s3","225.31560089576652","249.29015770550185","none","none","1651627602054"
"task1","minaya23","s3","198.6638611549754","241.15013991267503","none","none","1651627602102"
"task1","minaya23","s3","193.73084115671676","162.98561513831163","none","none","1651627602165"
"task1","minaya23","s3","194.15260783577014","151.51440363139358","none","none","1651627602223"
"task1","minaya23","s3","212.0093174738342","180.96723951163744","none","none","1651627602269"
"task1","minaya23","s3","224.75464890758553","172.63523243829724","none","none","1651627602325"
"task1","minaya23","s3","271.5604288847311","182.98715562716495","none","none","1651627602386"
"task1","minaya23","s3","281.69484684425436","186.9727961439929","none","none","1651627602437"
"task1","minaya23","s3","319.0653628501028","186.53711538280004","none","none","1651627602503"
"task1","minaya23","s3","296.089906137556","160.19577000859078","none","none","1651627602564"
"task1","minaya23","s3","329.4414152663684","146.84133737090136","none","none","1651627602632"
"task1","minaya23","s3","375.44299671547407","156.1662133776982","none","none","1651627602702"
"task1","minaya23","s3","336.50613095090046","195.8696861710164","none","none","1651627602764"
"task1","minaya23","s4","432.2387413006028","289.89403084162495","car","H","1651627607831"
"task1","minaya23","s4","359.1074101009416","271.78906565180995","car","H","1651627607891"
"task1","minaya23","s4","354.820734932577","272.68387207336156","car","H","1651627607947"
"task1","minaya23","s4","356.5559021430351","288.8616992795045","car","H","1651627608013"
"task1","minaya23","s4","307.73692304720805","308.96252596287604","car","H","1651627608078"
"task1","minaya23","s4","257.03540581956435","304.7756852248085","none","none","1651627608146"
"task1","minaya23","s4","205.62992289091517","324.02777758947695","none","none","1651627608213"
"task1","minaya23","s4","178.01349775932238","373.47661592340455","none","none","1651627608277"
"task1","minaya23","s4","157.50558695591025","415.2753512165741","none","none","1651627608342"
"task1","minaya23","s4","187.5519967958823","425.4290376375176","none","none","1651627608406"
"task1","minaya23","s4","178.54775985513467","412.31932872915456","none","none","1651627608480"
"task1","minaya23","s4","221.51077912939058","423.73446127304624","none","none","1651627608540"
"task1","minaya23","s4","271.3437131753526","422.16331033028615","car","H","1651627608585"
"task1","minaya23","s4","273.67205440724337","389.63009220362204","car","H","1651627608647"
"task1","minaya23","s4","288.3078674935729","366.30304353138354","car","H","1651627608707"
"task1","minaya23","s4","321.76717254374626","344.1615173793315","car","H","1651627608768"
"task1","minaya23","s4","372.83964133145065","284.19673758563636","car","H","1651627608814"
"task1","minaya23","s4","418.74951703108917","287.4292986677793","car","H","1651627608894"
"task1","minaya23","s4","491.73601534736656","273.3407095575831","car","H","1651627608956"
"task1","minaya23","s4","578.0494719876197","262.0458213117331","car","H","1651627609005"
"task1","minaya23","s4","606.996793052576","295.3197944178329","car","H","1651627609054"
"task1","minaya23","s4","555.2991616034152","264.6691192954963","car","H","1651627609102"
"task1","minaya23","s4","512.1212403174707","199.86182159593113","none","none","1651627609152"
"task1","minaya23","s4","472.9467995250119","145.72009734517462","none","none","1651627609202"
"task1","minaya23","s4","465.23845787008315","94.5316822080001","none","none","1651627609257"
"task1","minaya23","s4","447.7215534740091","114.79288739307165","none","none","1651627609302"
"task1","minaya23","s4","528.333109182267","134.24545105810802","none","none","1651627609349"
"task1","minaya23","s4","641.92625127254","135.72238127288975","none","none","1651627609402"
"task1","minaya23","s4","742.9247116178127","168.1030820200405","none","none","1651627609456"
"task1","minaya23","s4","761.612922147754","173.1022272975543","none","none","1651627609502"
"task1","minaya23","s4","796.499467041172","177.8986434990925","none","none","1651627609555"
"task1","minaya23","s4","805.9688112483842","204.6020412804108","none","none","1651627609604"
"task1","minaya23","s4","873.4055882794503","267.06321405070025","car","H","1651627609655"
"task1","minaya23","s4","906.542503847155","295.0477799797893","car","H","1651627609705"
"task1","minaya23","s4","901.5371417467708","355.51924987939725","wheel2","H","1651627609754"
"task1","minaya23","s5","438.4347832729745","306.39966709040704","car","H","1651627614853"
"task1","minaya23","s5","469.3284842702489","307.3435149272575","car","H","1651627614906"
"task1","minaya23","s5","411.07354887095534","306.50347842869405","car","H","1651627614987"
"task1","minaya23","s5","381.20040739411934","329.1487810933888","car","H","1651627615034"
"task1","minaya23","s5","308.7293719942809","355.4562341787465","none","none","1651627615099"
"task1","minaya23","s5","262.4976190533381","345.9417485379758","none","none","1651627615169"
"task1","minaya23","s5","260.5878943082877","380.8999253377541","none","none","1651627615235"
"task1","minaya23","s5","259.9226981086036","408.3443029178189","none","none","1651627615285"
"task1","minaya23","s5","265.4611243333468","386.4369796076556","none","none","1651627615348"
"task1","minaya23","s5","286.16184557232356","407.0245779522951","none","none","1651627615394"
"task1","minaya23","s5","264.6754177680066","426.58401076185095","none","none","1651627615439"
"task1","minaya23","s5","243.13173388323722","422.2353031517057","none","none","1651627615491"
"task1","minaya23","s5","245.58260097927257","414.10693399407194","none","none","1651627615564"
"task1","minaya23","s5","230.1495795790055","441.7305774621396","none","none","1651627615633"
"task1","minaya23","s5","263.3944044884919","441.63966092553625","none","none","1651627615696"
"task1","minaya23","s5","243.8942240406183","419.9592330371246","none","none","1651627615786"
"task1","minaya23","s5","245.8172111802353","412.52215935597707","none","none","1651627615848"
"task1","minaya23","s5","229.57313275446631","452.4884476190293","none","none","1651627615909"
"task1","minaya23","s5","202.19598484933118","446.2906524347766","none","none","1651627615976"
"task1","minaya23","s5","217.1045476572486","419.2989179371902","none","none","1651627616053"
"task1","minaya23","s5","192.40754046824318","418.0395431971072","none","none","1651627616101"
"task1","minaya23","s5","172.09731208660932","416.9496799039887","none","none","1651627616147"
"task1","minaya23","s5","151.64306359536502","412.10226043132684","none","none","1651627616205"
"task1","minaya23","s5","129.42694004172253","408.7894330298333","none","none","1651627616250"
"task1","minaya23","s5","138.3330835819337","352.15892315697147","none","none","1651627616310"
"task1","minaya23","s5","193.75716330799543","336.353383661774","none","none","1651627616380"
"task1","minaya23","s5","281.7994925734244","326.8757919397718","none","none","1651627616439"
"task1","minaya23","s5","407.7121006950211","340.67894917298645","car","H","1651627616483"
"task1","minaya23","s5","505.95649249192815","342.06127649900213","car","H","1651627616545"
"task1","minaya23","s5","603.1112564770539","355.7686389095461","car","H","1651627616607"
"task1","minaya23","s5","674.6317982180805","344.74413273477177","car","H","1651627616672"
"task1","minaya23","s5","732.5622746615727","319.96038695093773","car","H","1651627616721"
"task1","minaya23","s5","779.8685569760283","301.9436756838079","car","H","1651627616769"
"task1","minaya23","s6","476.7148656371166","358.47050733574247","none","none","1651627621839"
"task1","minaya23","s6","466.4991259010401","357.4461600428637","none","none","1651627621907"
"task1","minaya23","s6","425.86556228792756","326.35085832682296","baby","S","1651627621953"
"task1","minaya23","s6","421.13549083982986","302.46928412138067","baby","S","1651627621999"
"task1","minaya23","s6","415.7266825891827","355.72422768887094","baby","S","1651627622063"
"task1","minaya23","s6","395.0970353291717","358.2472272399575","baby","S","1651627622115"
"task1","minaya23","s6","393.4815978736878","357.30785384850435","baby","S","1651627622172"
"task1","minaya23","s6","391.5557423725409","312.465340011462","baby","S","1651627622220"
"task1","minaya23","s6","387.70851636260426","315.83445144730445","baby","S","1651627622270"
"task1","minaya23","s6","280.87116755933766","279.2271683750374","baby","S","1651627622317"
"task1","minaya23","s6","155.55499666802842","266.7790817162089","none","none","1651627622379"
"task1","minaya23","s6","72.5234197039589","276.14068940929184","none","none","1651627622438"
"task1","minaya23","s6","6.010702005214089","285.4641691876882","none","none","1651627622506"
"task1","minaya23","s6","-44.88528414270182","297.5306977581349","none","none","1651627622568"
"task1","minaya23","s6","-101.22180846203186","324.70603268915113","none","none","1651627622614"
"task1","minaya23","s6","-135.9438206815976","326.20395200395006","none","none","1651627622677"
"task1","minaya23","s6","-148.21736969244756","331.528999458096","none","none","1651627622742"
"task1","minaya23","s6","-131.70226981868973","328.06318054198266","none","none","1651627622813"
"task1","minaya23","s6","-100.72041155968597","333.8061547414902","none","none","1651627622877"
"task1","minaya23","s6","-64.70471215074302","308.732139809257","none","none","1651627622949"
"task1","minaya23","s6","-91.18185570076658","327.0015679829233","none","none","1651627623001"
"task1","minaya23","s6","-128.85967978631373","358.7533837935182","none","none","1651627623052"
"task1","minaya23","s6","-79.27284158331923","353.72214915740904","none","none","1651627623106"
"task1","minaya23","s6","-26.327552979183857","317.9460145708483","none","none","1651627623166"
"task1","minaya23","s6","18.09936228691516","306.98786667469477","none","none","1651627623227"
"task1","minaya23","s6","38.79694431583033","252.62872881874665","none","none","1651627623294"
"task1","minaya23","s6","64.75195888513042","236.902883922438","none","none","1651627623363"
"task1","minaya23","s6","57.258269498281564","228.70742221836133","none","none","1651627623418"
"task1","minaya23","s6","55.07170067842308","208.14645006335144","none","none","1651627623474"
"task1","minaya23","s6","84.941749048036","161.04683769363086","none","none","1651627623559"
"task1","minaya23","s6","58.23446726824683","177.65243998589173","none","none","1651627623610"
"task1","minaya23","s6","28.850147806403648","181.4689739900223","none","none","1651627623677"
"task1","minaya23","s6","13.525327400858329","192.1505044889872","none","none","1651627623740"
"task1","minaya23","s7","538.7377439718914","301.3275030455389","none","none","1651627628806"
"task1","minaya23","s7","522.4444231287642","288.00790042377264","none","none","1651627628908"
"task1","minaya23","s7","478.57940291780255","263.8830503883398","hat","L","1651627628954"
"task1","minaya23","s7","452.9320289291796","269.7923307075545","hat","L","1651627629002"
"task1","minaya23","s7","467.83517353455926","229.1059082273721","hat","L","1651627629053"
"task1","minaya23","s7","520.1320534165841","267.7020975057745","hat","L","1651627629103"
"task1","minaya23","s7","571.0733246917417","282.97636074320224","none","none","1651627629150"
"task1","minaya23","s7","615.9408524317739","220.03351313407137","none","none","1651627629201"
"task1","minaya23","s7","618.7052318917297","170.13296366801228","none","none","1651627629263"
"task1","minaya23","s7","633.5038474331024","111.45566816071914","none","none","1651627629308"
"task1","minaya23","s7","676.014645540565","134.99550532565448","none","none","1651627629379"
"task1","minaya23","s7","723.2114593299917","142.79089745709493","none","none","1651627629437"
"task1","minaya23","s7","761.3367975732268","151.09084487385803","none","none","1651627629498"
"task1","minaya23","s7","799.629120772921","169.37994347918982","none","none","1651627629543"
"task1","minaya23","s7","791.2080303242636","196.0867017494571","none","none","1651627629612"
"task1","minaya23","s7","760.9060879860667","166.68086743415518","none","none","1651627629680"
"task1","minaya23","s7","567.8645660046791","229.07140882313337","none","none","1651627629740"
"task1","minaya23","s7","402.5080246338181","247.2478450493361","hat","L","1651627629814"
"task1","minaya23","s7","282.24294839743953","254.45430082812786","hat","L","1651627629877"
"task1","minaya23","s7","214.58622243362245","258.93181844488737","none","none","1651627629943"
"task1","minaya23","s7","122.0802607367869","295.9078933705573","none","none","1651627630012"
"task1","minaya23","s7","124.3953834687114","332.0354506143213","none","none","1651627630078"
"task1","minaya23","s7","49.87498017780112","332.91257624544477","none","none","1651627630146"
"task1","minaya23","s7","-31.085589665987087","319.63749300871154","none","none","1651627630225"
"task1","minaya23","s7","-80.21596272374016","310.54289394140307","none","none","1651627630300"
"task1","minaya23","s7","-80.63897500496368","310.68447893862356","none","none","1651627630351"
"task1","minaya23","s7","-86.40195230283138","314.79919015047557","none","none","1651627630406"
"task1","minaya23","s7","-93.73647854358731","264.2942015043167","none","none","1651627630468"
"task1","minaya23","s7","-121.1886696517217","250.8721658661514","none","none","1651627630513"
"task1","minaya23","s7","-116.8625729719591","255.5223214654716","none","none","1651627630584"
"task1","minaya23","s7","-53.487517629209904","195.0966440362244","none","none","1651627630641"
"task1","minaya23","s7","191.58380486413841","176.81698770218935","none","none","1651627630722"
"task1","minaya23","s8","457.029870138973","437.77435188205004","lady","S","1651627635780"
"task1","minaya23","s8","457.96663643770955","500.66763107723284","lady","S","1651627635847"
"task1","minaya23","s8","509.9100798251291","478.6808039745834","lady","S","1651627635908"
"task1","minaya23","s8","544.6817559379709","460.18783002247085","lady","S","1651627635968"
"task1","minaya23","s8","574.4004837214468","413.5125504263975","lady","S","1651627636028"
"task1","minaya23","s8","545.937606506333","386.9282137149518","lady","S","1651627636088"
"task1","minaya23","s8","520.2895994498846","376.5778561372226","lady","S","1651627636136"
"task1","minaya23","s8","520.5064521098114","351.73532034718215","none","none","1651627636188"
"task1","minaya23","s8","519.441037513443","334.08867924517466","none","none","1651627636237"
"task1","minaya23","s8","516.0040194822691","338.3714305070971","none","none","1651627636283"
"task1","minaya23","s8","515.8301594010695","281.92345132667896","none","none","1651627636341"
"task1","minaya23","s8","485.53072561002097","226.2492669555695","none","none","1651627636421"
"task1","minaya23","s8","327.2983748225162","283.58010958614886","none","none","1651627636466"
"task1","minaya23","s8","184.62998570452578","298.44439409805767","girl","S","1651627636525"
"task1","minaya23","s8","63.818281265380065","322.22381580458284","none","none","1651627636597"
"task1","minaya23","s8","-56.3565933067959","347.1685800246944","none","none","1651627636665"
"task1","minaya23","s8","-110.58387030403387","364.76738203735584","none","none","1651627636729"
"task1","minaya23","s8","-144.05286718833247","393.22616364430235","none","none","1651627636801"
"task1","minaya23","s8","-155.36634853182113","388.0138170534754","none","none","1651627636846"
"task1","minaya23","s8","-160.14623564536976","412.67834402755756","none","none","1651627636924"
"task1","minaya23","s8","-218.0320798293598","390.2205105773074","none","none","1651627636990"
"task1","minaya23","s8","-229.73911250148916","389.6942380253625","none","none","1651627637054"
"task1","minaya23","s8","-214.53790891498377","396.8368445672905","none","none","1651627637118"
"task1","minaya23","s8","-188.57737626789174","446.7049785706122","none","none","1651627637167"
"task1","minaya23","s8","-185.57960001403302","457.9840565111189","none","none","1651627637239"
"task1","minaya23","s8","-190.0152012514954","431.24038829369886","none","none","1651627637287"
"task1","minaya23","s8","-30.5836528711053","384.73748493834887","none","none","1651627637351"
"task1","minaya23","s8","71.58749564000641","350.6096461613209","none","none","1651627637411"
"task1","minaya23","s8","204.0053219214491","317.9365470033857","girl","S","1651627637459"
"task1","minaya23","s8","350.6144347795389","265.31459027651226","none","none","1651627637558"
"task1","minaya23","s8","412.1702288343253","208.4675836475636","none","none","1651627637605"
"task1","minaya23","s8","504.56821098983977","179.35506557609762","none","none","1651627637671"
"task1","minaya23","s8","606.8621776961738","137.32264861846048","none","none","1651627637719"
"task1","minaya23","s9","709.0840256629899","441.1845771032744","Face","S","1651627642830"
"task1","minaya23","s9","646.6145479012837","389.8024002912837","none","none","1651627642881"
"task1","minaya23","s9","555.2719532745841","356.2252259251585","none","none","1651627642953"
"task1","minaya23","s9","452.6612406784829","355.8245296458024","none","none","1651627643000"
"task1","minaya23","s9","441.6246058630062","315.1415645449551","Sit","S","1651627643058"
"task1","minaya23","s9","439.55531621679756","282.08866975408716","Sit","S","1651627643118"
"task1","minaya23","s9","402.8356130743794","233.20864619319357","Sit","S","1651627643167"
"task1","minaya23","s9","402.72966605461744","221.64625928963608","Sit","S","1651627643228"
"task1","minaya23","s9","270.48736298023437","161.94385449125633","Sit","S","1651627643294"
"task1","minaya23","s9","156.51269895221253","181.23330745534918","Sit","S","1651627643373"
"task1","minaya23","s9","86.58799633817841","181.40805183412448","none","none","1651627643433"
"task1","minaya23","s9","-58.98651573721568","198.29383879276804","none","none","1651627643509"
"task1","minaya23","s9","-105.17209315922788","142.134353613337","none","none","1651627643556"
"task1","minaya23","s9","-149.5038116377535","151.5408112692124","none","none","1651627643616"
"task1","minaya23","s9","-174.44994219921904","186.53822274784122","none","none","1651627643669"
"task1","minaya23","s9","-207.72267148259587","181.03941285045664","none","none","1651627643720"
"task1","minaya23","s9","-197.4981106437501","224.28715307574646","none","none","1651627643769"
"task1","minaya23","s9","-182.43916122506818","261.83235674157146","none","none","1651627643815"
"task1","minaya23","s9","-131.953865354112","265.4130328179122","none","none","1651627643868"
"task1","minaya23","s9","-97.94101136569944","284.2515152930516","none","none","1651627643926"
"task1","minaya23","s9","-67.9030641553793","276.3222760481348","none","none","1651627643993"
"task1","minaya23","s9","-52.17359184657606","266.879607297833","none","none","1651627644082"
"task1","minaya23","s9","-69.52789837246502","310.3320742142639","none","none","1651627644128"
"task1","minaya23","s9","-62.0227028037978","332.5219556902975","none","none","1651627644193"
"task1","minaya23","s9","-89.18175114306456","353.4906191854714","none","none","1651627644275"
"task1","minaya23","s9","-32.98221992488533","328.44700864013487","none","none","1651627644325"
"task1","minaya23","s9","-28.28872303090834","347.87709148286325","none","none","1651627644403"
"task1","minaya23","s9","68.67948858832013","320.95243059791704","none","none","1651627644463"
"task1","minaya23","s9","188.81367147936197","336.33256073738215","none","none","1651627644509"
"task1","minaya23","s9","304.5277162091804","344.04885144643924","none","none","1651627644569"
"task1","minaya23","s9","449.2786198175799","360.7518660285557","none","none","1651627644616"
"task1","minaya23","s9","519.9374290768578","359.6650435512683","none","none","1651627644677"
"task1","minaya23","s9","567.2747277041204","374.1517888078357","none","none","1651627644744"
"task1","minaya23","s10","384.3055685040431","300.2242071943504","none","none","1651627649818"
"task1","minaya23","s10","389.05248206316855","339.3395461216162","none","none","1651627649865"
"task1","minaya23","s10","406.44213116175086","310.48654291923935","none","none","1651627649933"
"task1","minaya23","s10","452.0729707369948","337.76168891884345","none","none","1651627649994"
"task1","minaya23","s10","423.575698492024","342.0911815120045","none","none","1651627650039"
"task1","minaya23","s10","394.45063798455834","316.99353346608234","none","none","1651627650111"
"task1","minaya23","s10","414.66612690091824","319.1905737962468","none","none","1651627650178"
"task1","minaya23","s10","423.74949538588555","342.7025725847418","none","none","1651627650234"
"task1","minaya23","s10","436.89718166839566","288.2153021176141","none","none","1651627650285"
"task1","minaya23","s10","329.86140550787303","266.7250445434941","boy","S","1651627650335"
"task1","minaya23","s10","257.9109593354759","285.5063673698104","boy","S","1651627650382"
"task1","minaya23","s10","198.05772426288013","302.4038126802617","none","none","1651627650444"
"task1","minaya23","s10","143.7497365383167","312.79139059208427","none","none","1651627650498"
"task1","minaya23","s10","52.154716736809924","311.00601188667287","none","none","1651627650561"
"task1","minaya23","s10","-30.364401605869162","332.44217101314086","none","none","1651627650620"
"task1","minaya23","s10","-92.62518771235885","374.9689510446602","none","none","1651627650669"
"task1","minaya23","s10","-112.08294003214797","347.65016049761664","none","none","1651627650721"
"task1","minaya23","s10","-117.92070749912259","353.7336958525862","none","none","1651627650778"
"task1","minaya23","s10","-133.87900853202382","365.0165244598928","none","none","1651627650838"
"task1","minaya23","s10","-166.94597447691677","375.4469807589394","none","none","1651627650897"
"task1","minaya23","s10","-205.51773735845282","376.65767992264375","none","none","1651627650943"
"task1","minaya23","s10","-239.3824982952362","327.80563526287443","none","none","1651627651008"
"task1","minaya23","s10","-229.92409713748359","338.29029605179505","none","none","1651627651075"
"task1","minaya23","s10","-194.65677363877887","320.56757713226233","none","none","1651627651149"
"task1","minaya23","s10","-61.25822700488675","309.5240015933593","none","none","1651627651213"
"task1","minaya23","s10","23.35556932819648","298.947396990847","none","none","1651627651260"
"task1","minaya23","s10","141.13193539197377","262.46255845530635","none","none","1651627651337"
"task1","minaya23","s10","392.2612418371083","198.55935538989473","none","none","1651627651383"
"task1","minaya23","s10","608.7291565453198","168.14472236561608","none","none","1651627651441"
"task1","minaya23","s10","813.742282076954","109.00406556686858","none","none","1651627651511"
"task1","minaya23","s10","926.627125241342","82.44383351593116","none","none","1651627651591"
"task1","minaya23","s10","1044.2754481287939","55.711278739044026","none","none","1651627651653"
"task1","minaya23","s10","1094.399470514383","41.66549922146594","none","none","1651627651714"
"task1","minaya23","s10","1124.8890243352641","-6.340582035418816","none","none","1651627651759"
"task1","minaya23","s11","466.4697317188887","270.3944166018742","none","none","1651627656847"
"task1","minaya23","s11","456.93512950452737","262.8655367524845","none","none","1651627656897"
"task1","minaya23","s11","441.92859745873557","251.47524463579637","none","none","1651627656962"
"task1","minaya23","s11","474.3080488136387","238.9074883941804","none","none","1651627657037"
"task1","minaya23","s11","443.0774388822558","229.33957388357638","none","none","1651627657098"
"task1","minaya23","s11","450.1183836769621","266.63697488563014","none","none","1651627657143"
"task1","minaya23","s11","464.90000611665954","227.32496178552327","none","none","1651627657209"
"task1","minaya23","s11","424.08924982982325","221.56921612794403","none","none","1651627657288"
"task1","minaya23","s11","301.22049831655175","234.24600087496282","none","none","1651627657354"
"task1","minaya23","s11","206.4239297789473","258.3775179046945","none","none","1651627657399"
"task1","minaya23","s11","112.3708319006721","253.69968395330145","none","none","1651627657449"
"task1","minaya23","s11","36.14193429921331","249.70319985303422","none","none","1651627657504"
"task1","minaya23","s11","-36.46949839834937","239.82497061572255","none","none","1651627657594"
"task1","minaya23","s11","-42.09701920610008","253.7949896186904","none","none","1651627657652"
"task1","minaya23","s11","-19.93529121226591","259.92023149366713","none","none","1651627657713"
"task1","minaya23","s11","6.230151395705498","258.83782740124786","none","none","1651627657759"
"task1","minaya23","s11","3.002207197182571","192.63745771514755","none","none","1651627657821"
"task1","minaya23","s11","22.96748620171646","241.50119483513254","none","none","1651627657895"
"task1","minaya23","s11","46.049506410688345","224.68371681713066","none","none","1651627657960"
"task1","minaya23","s11","55.63072334604101","236.89159532816043","none","none","1651627658027"
"task1","minaya23","s11","83.17996550622831","217.51433307950646","none","none","1651627658088"
